"comentario";"depressao"
"eu tenho depressao des de eu consigo me lembrar, ela sempre vai e volta, tenho certeza que isso nao vai me deixar. remedios nem sempre sao a saida, ele te deixa estranho, nao natural, alem de te fazer passar muito amal antes de ter um resultado positivo. tem dias que sair da cama e quase impossivel, parece que seu corpo pesa toneladas e tudo oque voce quer e continuar ali, quente e seguro. sempre que me sinto assim eu pego minha bicicleta e dou uma volta, tento arejar as ideias, nao e definitivo, mas melhora.";"s"
"comecei a passar por isso ha uns 8 anos, e meu medo de contar era muito grande. tive momentos que ate hoje nao sei como superei, e quando minha mae descobriu (da pior maneira possivel), as coisas ficaram ainda piores. alem de contar pra todo mundo, so me julgava, falava que so queria chamar atencao etc. meus amigos se afastaram (ate hj, eventualmente, qnd tenho recaidas) e as crises pioraram ate que eu fui internada por tentativa de suicidio. so ai, quase que obrigada, consegui a ajuda profissional. no comeco foi dificil, fiquei quase 1 ano sem falar nada pq sentia que a psicologa nao acreditava em mim ou que ela nao compreendia o tamanho da dor (na minha cabeca). ano passado consegui confiar mais, me abrir mais e desde entao as coisas tem melhorado mt. ainda tenho recaidas, mas bem menos que antes, e automutilacao nem passa mais na minha cabeca, e apesar de querer estar morta as vezes, nao penso em de fato me matar, e nem sei como cheguei ate aqui, mas vou ate o fim.";"s"
"diegao...mus deus eh etc mais tudo de bom ,,,mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais mus deus eh etc mais tanto faz ,,nao ser e nao ter supersticao,,tanto faz ,sempre em qualquer coisa em mim sem fim evoluir nisso ganhar aumentar isso melhorar nisso amem amem ganhar melhorar ser bom 990% jesus jesus bom isso ganhar jesus forte d+++ melhorar isso sempre,,terco da cruz nisso,bom,em mim,sem fim,qualquer coisa por ai sempre  amem sempre sem fim isso amem d+++ creio sempre sem fim isso,em tudo que fizer amem d++ creio qualquer coisa por ai e em tudo que eu fizer amem,melhorar isso amem amem melhorar isso muito amem evoluir nisso,jesus forte que so bexiga muito forte jesus amem creio jesus e forte d+,tipo eu amem creio..,999% jesus amem,creio amem amem oh gloria  d+++ creio,,melhorar isso d+  muito evoluir nisso sempre + sempre tudo de bom e sempre vitoria e prosperidade amem creio amem tudo de bom pra mim sempre melhorar em prosperidade 999% jesus forte, d+++ melhorar em tudo isso 999% forte bem amem melhorar em tudo isso 999%que isso tenha boa evolucao melhoras nisso conquista boas eu agradeco coisas boas e por todos dias oh bem grande obrigado pelas coisas ah deus... bom humor,agradeco ah todo mundo e melhorar nisso tudo rapido 100% bom que seja sem fim grande amor que tenha felicidade boa eu 999% melhorar isso tudo 999% da pra melhorar muito 99%bem,melhorar bastante isso amem grande melhorar, confianca grande...melhorar bem melhorar bastante grande sempre,,evolucao,,, jesus perdao e misericordia bastante melhorar tudo nessas coisas gracas ah deus palavra boa amem sempre,direto melhor sempre ganhar vitorias grandes melhorar no bom esperanca amem sempre sem fim pra mim e pra quem precisa e pra mim muito e ajudar-me sem fim,tanto faz,sempre ajuda-me bem  bastante sempre sem fim tudo pra bem fazer para o bem amem sempre isso e melhorar nisso amem sem fim bom sempre pro bem fazer oh bem sempre pra melhorar em tudo de bom em mim qualquer coisa por ai e negocio sempre sem fim melhorar nas coisas,nao ter inventario e sem inventacao, creio nisso melhorar nisso evoluir 99% grande em qualquer coisa por ai em mim grandemente bom,,terco da cruz, paz do senhor ter boa mente bom desenvolvimento pessoal desenvolvimento pessoal 990% em mim grande amem sempre isso amem grande evoluir melhorar bem...melhorar bastante grande,, bem aumentar bem bom,massa grande bem pra todos seila etc.... melhorar evolucao em tudo e ficar melhorar em tudo bombastico bom melhorar ganhar bem tudo de bom pra todos etc...pra mim evolucao pra tudo amem evolucao em tudo ...amem grande evolucao boa d++ melhorar evolucao 100% em tudo amem gracas bom sempre d+++ ..massa boa evolucao 990% d++ boa bom evolucao boa evoluir bem bom ..d+ boa  amem d+++ sempre bom d++ agradecer bom tambem d++ bom boa gracas ah deus d++ bom tudo de bom evolucao boa d+bom boa d++ gracas evolucao boa bem melhorar nisso muito evoluir muito bastante nisso boa bom evolucao d++ boa bomboa bom evoluir d+++ boa evolucao boa sempre bom boa evolucao d++ desenvolvimento do ser 9990%d+++ boa evolucao boaboa bom evoluir d++ sempre bom evolucao boa melhorar evoluir d++++ sempre bom boa evolucao boa d+++ grandemente boa melhorar boaaa evoluir bem em tudo amem evolucao boa bom,, grandemente evoluir bem grande seila tanto faz, gracas ah deus evolucao boa melhorar evolucao boa evolucao bem 999% d+++ evolucao boaaaa d+++ gracas ah deus amem evolucao boa bem grandemente evolucao boaaaa";"n"
"eu tambem tive uma experiencia positiva com este som. eu estava estudando e busquei um som pra concentracao e foco. mas nao entendi porque me veio uma tristeza enorme, e chorei bastante. nao consegui mais estudar. logo em seguida, busquei um som pra depressao, e consegui dormir em paz. foi este som que eliminou a enorme angustia que eu estava sentindo. agradeco ao universo por me decepcionar quando vejo que ainda existem muitas pessoas boas no mundo, que se preocupam e se dispoem a fazer o bem, como o exemplo das pessoas dirigentes deste canal. obrigada.";"s"
"nilce eu estou lutando contra a depressao , amigos meu me alertaram que parecia diferente e eu ja fazia secoes psicoterapeuticas depois de uma tentativa de suicidio , mas tive que parar , seu video me alertou varias coisas e me ajudou a entender melhor oque esta acontecendo comigo (provavelmente a nilce nem esta lendo meu  comentario mas pelo menos avisei) obrigada ";"s"
"a musica dela e ruim, mas a malu magalhaes subiu no meu conceito. tem existido, sim, preconceito contra branco e a tentativa de restringir a cultura para um nicho etnico. a arte e para todos. a arte e de todos. saudades de cartola, aretha franklin, mahalia jackson, billie holiday e cia que nao ficavam com esse tipo de vitismo. os modelos negros, que eu saiba, nao foram obrigados a participar do clipe, o fizeram porque quiseram (como outros participam de clipe de funkeiros, com uma serie de esterotipos negativos, mas, como ta na moda esse estilo musical, ninguem fala desse tipo de sexualizacao). racismo, minha gente, e outra coisa. e qualquer pessoa pode falar sobre a historia dos negros, sim, e de qualquer outra, desde que estude e nao participe desses coletivos que tiram a indivualidade do sujeito e sua capacidade de raciocinar fora deles.";"n"
"tenho 17 anos e sofro de depressao e ansiedade a 5 anos (sim comecou quando eu era bem nova) e nesses 5 anos ja passei por diversos medicos tomei diversos remedios eu acho que nao tem cura apenas aprendemos a viver com isso o mais dificil e quando as pessoas nao sabem o que e e tratam como se fosse apenas corpo mole esse video e bem explicativo vou mandar ele sempre que entrarem nesse assunto comigo pq apesar de viver com isso a anos ainda e bem complicado falar e explicar como me sinto muito obrigada por esse video nilce ";"s"
"oi... meu nome e debora, ja  faz mais de um ano que eu sei que eu nao estou bem, eu parei de sair com minha melhor amiga, por isso hoje nos nem nos vemos mais, ela quase todos os dias vinha na minha casa pedir pra gente ir andar por ai sem rumo,fazer uma coisa divertida,mas eu sempre dizia nao, eu parei de falar com minha prima, a pessoa que eu contava tudo, tipo tudo mesmo, eu parei de dizer que amava minha mae,parei de abraca-la, parei de ir na casa da minha avo todos os sabados, faz mais de 5 messes que eu nao a vejo, eu parei de falar com todos a minha volta. quando minha mae vai trabalhar eu passo o dia inteiro sozinha dentro de casa, calada, no quarto, porque nao tem oque fazer ou com quem conversar, ai quando ela chega eu quero conversar sobre qualquer coisa, eu so quero falar, mas ela sem chega com dor de cabeca, entao manda eu me calar, ai eu comecei a parar de falar, agora a 90% do meu tempo eu fico quinta no meu celular ou dormindo, eu nao tenho mais disposicao pra nada, nem pra comer, eu so quero ficar deitada. eu sei que tem alguma coisa de errada em mim, mas eu minto para os outras dizendo que eu estou bem, e o pior e que eles nao estao nem ai, eles so perguntam para nao parecerem insensiveis, eu mostro pras pessoas que eu sou uma pessoa forte, segura de si, uma pessoa que nao ta nem ai pro que os outros falam, mas eu to desmoronando, eu sou i titanic indo em direcao ao iceberg, faco piadas pra mostrar que ta tudo bem, mas tudo eu quero e que alguem pergunte realmente como eu estou. meus pensamentos... parece que nem sao meus, eles pensam oque querem, e agora eles so querem pensar em alguma forma rapida de sumir, reiniciar do 0 ou alguma coisa do tipo, eu sinto que tudo que eu fizer vou desapontar a todos. e dificil continuar se nao tem ninguem o quem falar, eu digo pra mim mesma que isso tudo e drama, mas eu nao consigo mas mentir pra mim mesma. nao sei se tenho depressao e se eu tiver, acho que quando alguem dizer pra eu ir para um piscologo, eu ja vou estar a ponto de ir para outro lugar.";"s"
"sou casada a 10 anos tenho 1 casal de  filhos lindos e os amo muito tenho deus no coracao e fe nele  mas alem disso tenho uma tristeza uma inseguranca uma preguica  q sempre me assombra a mas ou menos 2 meses me sinto horrivel coisas q antes eu amava fazer hoje ja nao tenho tanto prazer tipo brincar com meus filhos namorar com meu esposo passear fazer atividade fisica fazer afazeres de casa me sinto sozinha me sinto inutil me sinto incompleta nao consigo me encontrar parece q estou perdida em algum lugar nao sei o q esta havendo comigo a muito tempo atras falei isso com meu esposo ele disse q e frescura minha que e p chamar atencao q e p eu ter algo q eu qro so que nao nao e isso eu sinto de la p ca nunca mas toquei no assunto com ele nem com ninguem moro em interior e aqui nao tem pessoas qualificadas p a gente conversar nao confio em ninguem p falar como me sinto pq aqui todos falam de todos cidade pequenininha que todos sabem da vida de todos  a confianca que tenho em conversar e so com deus mas mesmo assim sinto a falta de conversar com alguem olho no olho ouvir e ser ouvida e me sinto culpada por isso por nao conseguir fazer minhas coisas de antes me irrito muito facil facil facil nem choro sinto vontade de chorar";"s"
"seja por deficit de serotonina ou excesso de cortisol, deficit de magnesio ou vitamina d... independentemente da causa. a depressao e uma doenca que deveria ser encarada pela sociedade como um desequilibrio quimico do cerebro cujo um dos primeiros sintomas normalmente sao as alteracoes de humor. ninguem descrimina alguem que tenha hipertiroidismo ou hipotiroidismo da mesma forma nao deveriam descriminar uma pessoa com depressao. infelizmente por ser uma doenca que pode ser desencadeada por emocoes negativas as pessoas encaram como frescura, mas nao e. acho que a midia erra em nao abordar desta forma. em mostrar que as emocoes sao apenas gatilho ou sintoma. apenas isto: uma doenca muito dificil, relacionada a quimica do cerebro. certamente isto ajudaria a reduzir a descriminacao.  que por ignorancia ja ceifou muitas vidas.";"n"
"eu concordo com o que vc falou em td nesse video mas principalmente no final, pq, assim como vc, tb sou mega fa desse genio da comedia, nao so cmo artista mas tb cmo pessoa e espero realmente que nosso jim melhore. e esse video, na minha humilde opiniao, seria uma grande injecao de animo no cara, seria maravilhoso se ele pudesse ve-lo! cmo smp esse video demonstra a genialidade e qualidade desse canal q tanto amo! parabens castanha! ";"n"
"como o jim carrey teve crises de depressao antes o humor pode ter sido muitas vezes foi um refugio pra ele, mas as vezes acontecem recaidas e mais nada consegue te dar vontade de viver. nao sou medica nem fiz pesquisas sobre isso, mas eu estou passando por uma depressao horrivel agora e eu estou no meio de uma recaida dessas, por isso estou dizendo que pode ser isso que aconteceu com ele";"s"
"esse video me fez lembrar de varios dos meus momentos e pensamentos na epoca em q minha depressao estava profunda. ja se faz quase 2 ao dsd q eu a tenho e nem minha familia nem meus melhores amigos perceberam, e isso foi um dos motivos d'eu continuar nessa condicao... hj em dia estou bem melhor mas com os recentes acontecimentos e depois deste video me lembrar de todas as minhas emocoes nos piores momentos, percebi q me encontro num momento muito parecido ao q eu estava quando comecei a ter depressao,  e isso esta me preocupando, porem nao tenho coragem de contar para ninguem pois nao quero que me tratem diferente ou q no caso dos meus pais achem q e por causa q eu n saio do meu quarto pq e so uma fase da adolescencia ou pq sou preguicosa, nao os culpo por isso, no comeco achava q era so isso tbm mas de pois descobri q nao, e parece q tinha esquecido disso e relembrei a partir desse video e isso e um outro motivo da minha preocupacao... enfim queria muito agradecer por esse video, muito provavelmente sera minha voz para contar aos meus pais e melhores amigos e obrigado por me fazerem perceber em q situacao eu estou pois no comeco eu descobri sozinha e somente de pois de um bom tempo...";"s"
"eu n sei se oq eu tenho pode ser intitulado de depressao. pq eu sempre tive problemas de ansiedade,inseguranca, e deliro muito (pessoas lunaticas),e ate insonia. e isso comecou a intervir na minha vida, fazendo com q eu tenha ataques de ansiedade na escola por motivo algum e ate queda de pressao.  ja fui num psicologo, que nao ajudou em nada, so piorou.  eu nao me sinto confortavel falando pros outros (psicologos e etc.) que eu tenho esses tipos de problemas, pq eu me sinto como uma pessoa esquisita digamos assim. entao nao sei mas oq fazer da vida...  mas ninguem se importa neh? ok, obrigada, tchau.";"s"
"eu descreveria depressao como um estado onde nada parece valer a pena...alem uma sensacao e que fazer coisa e dificil, como quando voce faz algo e alguem desfaz. as vezes e facil ver que uma coisa puxa a outra, outras vezes parecem dois problemas separados. as vezes parece que melhora, mesmo que o medo e pensar nisso esteja sempre la. mas e uma ilusao, o desgosto sempre volta...sempre.";"n"
"depressao e uma doenca silenciosa e muito poderosa, ela te entorpece de inexistencia , fraqueza, sua alma fica escassa de tudo e de todos, mesmo nos sempre querendo a busca constante de qualquer afeto que seja ...por isso nunca seja rude com ninguem, nunca sabemos oque se passa por dentro da pessoa, independente de sua posicao social, classe, raca , origem ! #somostodossereshumanos";"n"
"gente na boa amo o canal de voces mais foi muito deselegante voce (edu) ter dito que so tinha pessoas desconhecidas no video clipe da jo jo, olha o video mais uma vez e vc vera que a maioria sao da nossa familia lgbtq+, e sao desconhecidas pq poucas pessoas dao a oportunidade para elas aparecem na midia apesar que nao tem ninguem de desconhecido ali, todos que estao ali sao conhecidos por fazerem parte ou ja esteve junto para militar com os lgbtq+ . vc esta chamando eles david brasil (se nao fosse por ele as gays afeminas como eu nao sairiam de casa)  marcia pantera ( se nao fosse ela nos drags nao teriamos lugar nas boates) tamy (se nao fosse ele os homens trans (de hoje) nao teria uma figura pra olhar e dizer se ele conseguiu eu tambem consigo entre inumeras pessoas que aparecem no video. bom aqui eu deixo frisado uma frase que voce disse no video (voce no patamar que esta hoje com o numeros de seguidores que tem, voce tem que ver o que fala e o que escreve nas redes sociais). so pra dizer para nao leva esse texto como um puxao de orelha nao, eu so quero que preste mais atencao no que fala pq isso e o que devemos fazer bjs a voce (edu) e a vc (felipe) e que continuem sempre assim dando a cara a tapa para receber criticas e elogios.";"n"
"existe realmente uma dominancia comportamental relacionada a carne, tem ate um livro que fala disso, acho que e a dominancia masculina e a relacao com a carne, ou algo assim -, estudamos isso na psicologia. mas que ele deu um argumento babaca pra justificar as suas babaquices ele deu, e e ridiculo. tem tanta pessoa que comem carne e nao batem em mulheres, eu particularmente sou vegetariana mas quando comia carne nunca quis bater em alguem por de fato ingerir violencia.";"n"
"mas nao e que as outras do fifth harmony estao tentando, elas ainda tao preparando a carreira solo delas. camila, depois que saiu da banda, passou um ano ate comecar a lancar as musicas dela e as primeiras nao hitaram. depois que havana hitou que ela ficou mais conhecida. o mesmo com as meninas, elas tao preparando os albuns, todas assinaram com gravadoras e ninguem sabe se vao flopar ou nao, ate pq elas nao divulgaram quase nada das carreiras solo delas. e por isso que nicki minaj defendeu a normani, pq aparentemente elas tem uma colab prestes a sair.";"n"
"castanhari, realmente seus ultimos videos estao muito bons. confesso que alguns videos eu nao consiguia ver direto, sempre pulava algumas partes, tipo ir avancando mais pro final... mas esse e o do freddie mercury, simplesmentenao tinha como parar de ver. muito bem feito, uma alta producao e uma edicao que animou o contexto e me deixou preso ao video. parabens meu querido, o youtube logo ficara pequeno pra voce! abrax";"n"
"eu nao sou boa para socializar,minha amiga parou de falar comigo depois que me mudei,mando msg e ela nao responde,so visualiza,eu queria ir na psicologa mais moro numa fazenda e fica dificil para mim,eu nao tenho em quem confiar,em quem contar,meus amigos,me deixaram,eu falo com eles, e eles me ignora,nao entende,meu pai age como se nada acontecesse,eu nao sei mais o que fazer,eu to entrando em desespero,eu tento ser forte para nao me contar,eu estou tentando,mais esta dificil,nova cidade nova vida, e o pior eu estou morando numa fazenda,e eu ando pelo campo e imagino cenas coisas ruins,como se eu me vesse inforcada numa arvore,eu tento sorrir,mais eu acabo chorando pq sei que esse sorriso nao e verdadeiro,eu queria alguem que me entendesse,me ouvisse,so queria entender o que eu to fazendo o que eu to sentindo,como reagir,como como como,e sempre. como";"s"
"achei muito legal voce ter criado o canal... se desenvolve muito bem na frente da camera. me identifiquei muito com a sua historia, na escola ate a vida adulta. fiz terapia poucos meses e ja larguei, agora tomo remedio e isso me ajudou muito. mesmo sem terapia eu sinto q melhorei, procuro ler muito e ver muitos videos que me ajudam e tbm meus dialogos internos... vou ficar a espera do proximo video. parabens.";"n"
"desconstrucao por conta do cabelo quem fez mesmo foi foi a katy perry. ela cresceu muito, tanto como pessoa, quanto como artista. inclusive, ao cortar o cabelo e expressar essa liberdade, ela foi muito criticada por gente idiota. mas gente inteligente de verdade consegue muito bem ver  a beleza nessa transformacao toda. ela realmente vem surpreendendo muito com a voz, as producoes e a maturidade dela, alem de toda o trabalho lindo que ela esta fazendo com a unicef e a ong boys n' girls club. uma artista completa, cada dia mais competente e dedicada, ta de parabens mesmo! ";"n"
"canal nostalgia meu corretor maldito fara correcoes incorretas, mas vou dizer que esses dias eu estive falando com minha mulher que todos comediante tem algum tipo de tristeza na vida, e jim carry a qual sou muito fa, e sabia que  ele tinha alguma tristeza, mas eu nao sabia o tamanho desse tristeza o canal abordou de uma forma tao forte que me emocionei com a historia do jim.  #estamosjuntoscomjimcarry";"n"
"caso interesse pesquise sobre a farsa da psiquiatria e analise que na verdade nao passa de uma industria altamente lucrativa, onde hoje a depressao se tornou o mau da humanidade, mas todos passamos por altos e baixos, e normal, um exemplo: quando se perde um ente querido, e normal sentir uma tristeza, estamos vivos, nosso corpo foi preparado para reagir as dificuldades, como tem pessoas que dependendo da noticia que recebe, vem a desmaiar, e uma reacao natural do corpo, porem hoje tudo se torna depressao, onde for fim, muitas vezes ficamos doentes de verdade devido aos medicamentos. assista ao documentario  manual de diagnostico e estatistico: a farsa mais mortifera da psiquiatria.";"n"
"esse video foi maravilhoso e com certeza vai ajudar muita gente.  tenho uma duvida: muitas vezes eu me sinto vazio e perdido. parece que minha vida esta uma porcaria e eu nao vejo como mudar isso. mas nao e tristeza, e falta de emocao, parece que todos os bonequinhos da minha cabeca estao fora da sala de controle (mais uma referencia a divertidamente). se tiver algum psicologo ou alguem que passa ou passou pela depressao, poderiam me responder se isso e um sintoma de um possivel comeco de depressao??";"s"
"nossa, que vontade de guardar o jim num potinho, cuidar e proteger pro resto da vida <3  (uma das minhas melhores amigas vivia se cortando, e eu sempre me preocupei muito com ela... teve um dia que estavamos falando sobre isso e ela me contou que ja tentou se matar, eu nao lembro como, nao faco questao de lembrar tambem...  eu sei muito bem o quanto e ruim ver alguem que voce gosta muito, passando por esse tipo de problema. hoje em dia ela nao se corta mais :') )";"s"
"ou minha madrasta liga o som e nem arruma a casa e algumas semanas atras quando ela arrumo e o som ligado e ela volta de meia e meia hora pra passa 5 minutos  arrumando   minha casa estava um lixao hj sorte que eu arrumei aposto que e ela que fala em vez de mim porra finalmente arrumo a casa  tb so veve na casa da mae dela aqui do lado onde e tudo limpo que as filhas dela arruma";"n"
"lice, eu sei que voce diz que vai melhorar, mas em minha familia ja tem outra pessoa com depressao, e os meus familiares so sabem tirar sarro dessa pessoa, e chamar ela de louca, eu nao quero que isso aconteca comigo tambem, eu to passando por esse momento de so existir, mas eu ainda tenho um pouco de esperanca, de que quando eu me formar e finalmente sair da casa de meus pais, tudo vai melhorar.";"s"
"cara, a questao referente o suicidio da ex. namorada foi o seguinte: na verdade, foi onde desencadeio esse principio aparente de depressao. apos o termino do namoro, que partiu dele e nao dela, ela nao soube lidar com a situacao do termino e se suicidou com os remedios que supostamente teria sido dado pelo jim. depois da morte, a familia da moca ficaram bravos com o jim carrey e acusou ele de ter fornecido os remedios, de ter passado dst para ela e de ser o culpado da morte, ja que a mesma deixou uma carta dizendo que nao conseguiria viver sem ele. depois desses ocorridos ele ficou estranho!  p.s.: comecei assistindo esse video achando que seria bem explicado essa situacao delicada da vida dele. so que nao!";"n"
"eu to cansada de viver agr eu so queria morrer eu to cansada de me esforcar pra mudar e a unica coisa q eu ganho e mais dor ngm muda sao todos iguais n posso contar com ngm e quando as pessoas tentam me ajudar ru estrago tudo com meu jeito idiota de ser ru me odeio eu so queria estar morta assim ru n ia machucar ngm e ngm ia me machucar eu quero morrer eu n aguento mais";"s"
"prazer meu nome e deivid eu sou uns dessa % da depressao nao agente mas mer cortado meus bracos nao tem mas espacos para mas cicatriz  ja tente fugir mas nao deu certo sempre tem um bosta para coloca eu de volto no fundo ja tente ater me mata mas agora nao entendendo mas minha vida c quero viver ou morre para mim tanto faz mas meu corpo quer ta vivo e minha mente tabem mas minha alma quer ta morta e nao sei pq faz mas :(";"s"
"tu surgistes como uma boa ideia. depois ficou obcecado em ganhar dinheiro na internet pelo teu canal. agora fazer um video de 20 minutos explorando a imagem de uma pessoa famosa pra no final dizer que nao sabe, mas que desconfia. um video que poderia ser feito em 3, 4 minutos....e pra encerrar, vem dar uma de xuxa com essa historia de principio de depressao?!?  ate!!! saindo do teu canal.";"n"
"eu acho que tenho depressao,  eu nao sei o motivo mas sempre estou infeliz , sem interesse nas coisas e uma tristeza que nao tem hora pra vir e nem pra ir, ela apenas vem ja pensei em falar para os meus pais sobre isso mas eu nao consigo falar meus sentimentos para pessoas pois isso me deixa muito sensivel e capaz de eu comecar a chorar no meio da conversa. e provavelmente eles diriam vc e um adolescente, vc esta reclamando atoa isso e drama, vc nao tem nada que reclamar, vc so estuda e nao faz nada da vida";"s"
"castanhari, otimo video como sempre! jim carrey e personalidade unica e falar sobre uma doenca grave e muitas vezes nao levada a serio e importante para galera se informar mais... ainda mais legal voce citar o seu caso.. tambem ja tive alguns picos de depressao e so quem tem sabe o quanto e ruim... novamente, obrigada pela iniciativa! como o povo ai embaixo diz, tambem acho que voce devia ter mais inscritos... pois voce tem o melhor canal!! bjossss";"s"
"definitivamente... estou em depressao!      acho que quero morrer, mas ao mesmo tempo nao quero, e meio confuso, mas enfim, acho que ngm sentiria a minha falta, ja que eu quase nao tenho amigos mesmo    preciso de ajuda, mas nao tem ngm no mundo que pode me ajudar, me sinto sozinha no meio da multidao, ja nao posso respirar, estou morta pro dentro, nao consigo mais pensar em nd, alem de coisas que me deixam... sla ... nao sei explicar... e estranho... me sinto vazia, me sinto como um corpo vazio, sem alma, sem coracao, sem sentimentos, so quero chorar, mas nao cai mais nenhuma lagrima";"s"
"n sou feliz. .me sinto feio cada dia minha alto estimata pior.depois q eu peguei complexo da minha mancha q eu tenho no rostodepois q eu vi umas guria com uns meninos rindo do meu rosto.n aguento mas .todo mundo q eu vejo agora dando rizada ou conversando perto d mim eu acho q estao rindo d mimessa mancha no meu rosto ta acabando cmg..iso me torno uma depressao infernal.. ja cansei d pedir pra deus faze eu me aceita.mas ta dificil n vivo mas q nem eu era antes.ei falo pra minha mae etc ela me diz.qui eu n poso liga pra minha manch no rosto porq sou.homem....ninguem sab. oq eu. to passando..n me gosto..cansei ja d chora.pedi minha morte etc n sei oq faze..";"s"
"cmg eu n sei se depressao ou so crise mais cmg tipo uma hr to mo alegre no outro dia acordo olho no espelho e ja penso em suicidio saio na rua torcendo para um onibus me atropelar em casa pra arrumar confusao com meu pai basta 3 palavras as vezes do nada no colegio da uma vontande de corta os pulso ou de chorar e nunca mais parar fora o que eu apelidei em mim mesmo humor bipolar basta um piscar de olhos e toda impolgacao vai embora o tedio predomina em mim e o izolamento social que as vezes do nada eu mesmo faco cmg mesmo mais isso algo que n consigo controlar(foi mal pelo textao so disse o que acontece cmg )";"s"
"acho engracado os meninos do diva, porem acho tao deselegante ficarem falando palavroes e pau no ...quero assistir o video perto da minha filha mas e  impossivel. ..ta parecendo as bichas pao com ovo. vcs gostariam de assistir um video uma pessoa ficar mandando pau na buce.......isto e uma critica construtiva. acho que e uma revolta pelo preconceito....mas aqui sao inscritos que vem assistir o video para se divertir e nao para ouvir palavrao.....desnecessario";"n"
"1. dinheiro ... 2. fama ... 3. reconhecimento...  sera que tudo isso realmente traz toda felicidade da qual vc se ilude?  nao sao pouco os casos de ricassos e famosos com depredacao, suicidas e que se drogam pra morrer mais cedo.  temos uma falsa ilusao de felicidade, como se o sucesso fosse realmente a formula para felicidade perpetua.  uma lista de pessoas que tinha tudo para serem as mais felizes do mundo: 1. o rei do pop. 2. o rei do rock 3. amy whine house  e varios outros ricos, famosos, bonitos e talentosos.  ilusao,  simplesmente ilusao!!!";"n"
"todas as historia se resumiram a minha. vou tomar coragem e gravar um depoimento em meu canal em breve, assim como foi bom ver essas historias, tenho uma experiencia para passar e tenho muita vontade de ajudar outras pessoas. o problema da depressao que ja percebi ao longo dos anos com ela, nunca se acaba mais conseguimos conviver com ela, andando ali do lado mas sem ela nos afetar integralmente.";"s"
"tem razao depresao e uma doenca que pode mudar e muito uma pessoa, espero  que jim consiga superar isso  pois sei muito bem o quanto dificil e passar por tudo isso e tambem espero se vc castanhari tbm estiver passando por isso, lembre-se nos estaremos aqui para o animar sempre e sempre o motivar nesta longa jornada que e a vida. por fim so quero agradecer-lhe por continuar tirando varios sorrisos nao so da minha cara como da cara de milhoes de pessoas, nos somos nosegang, nos somos uma familia! valeu";"n"
"meu peso comecou a aumentar desde os 9 anos de idade, tenho 12 anos agr, estou pesando 57kg o meu maior motivo e esse eu nao sou satisfeita com meu corpo, na vdd cmg,  choro muito de noite qnd vou dormir q eu tiro minha roupa pra tomar bh eu me jogo no chao de tnt chorar   so joguei pra fora oque eu passo mas vcs sabem me dizer se eu tenho depressao";"s"
"ha quase 7 anos enfrento essa batalha contra depressao. ja ouvi todos os tipos de discursos preconceituosos: ah e frescura! ah e falta de servico! e por ai vai... quem passa por isso ou ja passou, sabe o peso que e levantar e encarar mais um dia... sabe dos efeitos colaterais dos remedios... sabe das longas conversas com psiquiatras e psicologos, nas quais  tentamos colocar em palavras a dor que sentimos. ha quase 7 anos espero por uma melhora...";"s"
"oi ! eu sofro desta doenca chamada de depressao e tive um pesamento muito forte no fim do ano passado em relacao a minha vida,  e que nao foi muito boa. entretanto,  nao fiz nada, pois me fiz uma seguinte pergunta: por que vou fazer isso? e me dei conta que iria cometer o tragico  suicidio. sei que pode parecer forte demais, porem eu nunca imaginaria que isso em algum momento da minha vida fosse ocorrer comigo, mas ocorreu. ja sabendo do meu estado mental, eu logo procurei ajuda especializada para resolver o que estava quebrado, confuso e estranho para mim. e ao saber que a depressao e algo que te impede de tudo, fui logo fazendo ao contrario. antes ficava quase o dia todo na cama em um quarto escuro e sem querer ve ninguem, nao querer comer nada e ter pensamentos negativos";"s"
"eu sei como se passa o jim carry, tenho depressao, mas tento enganar ela com coisas pra fazer, com pequenos objetivos. ele ta tentando encontrar um sentindo, maior pra vida dele, no nada vamos dizer. na depressao voce sente um vazio, e muito dificil voce achar algo incrivel o suficiente pra colocar ali nesse vazio. eu acho que o jim deveria pensar que ele nao vive so por ele, mas viver por outra pessoa como o filho dele, os amigos dele, por nos... ele e uma pessoa boa, vamos pensar que ele vai sair disso.";"s"
"os gostoso e tudo burro acho que e justamente isso que o romulo quis dizer apesar de ter se expressado mal. nao conheco muito a respeito dele, mas esse video dele no hotel mazzafera eu vi. mas no geral, no mundo artistico (tv, moda, teatro) fala-se muito de que fulano so conseguiu o trabalho por ser bonito nao levando em consideracao o talento da pessoa. obvio que tem gente que se vitimiza muito, mas acho que nao e esse o caso do romulo.";"n"
